type,coords
retail,"[(127.1159352, 37.6338796), (127.1160032, 37.6339879), (127.1160437, 37.6339711), (127.1160662, 37.6340087), (127.116533, 37.6338234), (127.1165164, 37.6337959), (127.1167641, 37.6336994), (127.1167796, 37.6337252), (127.1168625, 37.6336909), (127.1167909, 37.6335775), (127.1167689, 37.6335865), (127.116748, 37.6335534), (127.1159352, 37.6338796)]"
retail,"[(127.1159923, 37.6342513), (127.1161146, 37.6343106), (127.1162543, 37.634114), (127.1165362, 37.6342396), (127.1166133, 37.6342103), (127.1166729, 37.6342375), (127.1167336, 37.6341557), (127.1169364, 37.6338822), (127.1172153, 37.634012), (127.1172546, 37.6339582), (127.1174564, 37.6336832), (127.1177498, 37.6335725), (127.1179299, 37.6334995), (127.1177149, 37.6331691), (127.1170982, 37.6334141), (127.1171193, 37.6334484), (127.1170959, 37.6334568), (127.1171624, 37.6335601), (127.117553, 37.6334029), (127.1175355, 37.633376), (127.1177817, 37.633276), (127.1178444, 37.6333709), (127.117203, 37.6336275), (127.1172702, 37.6337319), (127.1170013, 37.6338386), (127.11696, 37.6337729), (127.1168902, 37.6337999), (127.1169015, 37.6338201), (127.1162049, 37.6340963), (127.1160683, 37.6341508), (127.1159923, 37.6342513)]"
retail,"[(127.1177149, 37.6331691), (127.1179299, 37.6334995), (127.1180969, 37.6334311), (127.1180682, 37.6333817), (127.1181702, 37.6333412), (127.1180242, 37.6331133), (127.1180207, 37.633115), (127.1180109, 37.6331043), (127.1179987, 37.6330953), (127.1179831, 37.6330891), (127.117968, 37.6330858), (127.117956, 37.6330852), (127.1179455, 37.6330863), (127.1179375, 37.6330875), (127.1179242, 37.6330852), (127.1177149, 37.6331691)]"
retail,"[(127.1214814, 37.6325218), (127.1215414, 37.6325991), (127.1216243, 37.6325587), (127.1216528, 37.6325954), (127.1217808, 37.632533), (127.1216923, 37.6324191), (127.1214814, 37.6325218)]"
church,"[(127.1229885, 37.6320751), (127.1231535, 37.6323337), (127.123387, 37.6322403), (127.123222, 37.6319816), (127.1229885, 37.6320751)]"
retail,"[(127.1198802, 37.634965), (127.1202292, 37.6352957), (127.1202735, 37.6353322), (127.1203582, 37.635266), (127.1203267, 37.6352389), (127.1203121, 37.6352484), (127.1200583, 37.6350051), (127.1199612, 37.6349123), (127.1198802, 37.634965)]"
retail,"[(127.1194856, 37.6344617), (127.1196995, 37.6347991), (127.1197387, 37.6348502), (127.1197504, 37.6348446), (127.1197775, 37.6348311), (127.1197889, 37.6348255), (127.1197965, 37.6348356), (127.119849, 37.6348103), (127.1195836, 37.6344218), (127.1194856, 37.6344617)]"
retail,"[(127.1205423, 37.6355229), (127.1207309, 37.635652), (127.1208086, 37.6357194), (127.1211141, 37.6358901), (127.1212341, 37.6357531), (127.1211698, 37.6357198), (127.1211112, 37.6357804), (127.1209472, 37.6356811), (127.1207873, 37.6355842), (127.1206349, 37.6354918), (127.1205997, 37.635468), (127.1205423, 37.6355229)]"
retail,"[(127.1200021, 37.635871), (127.1203841, 37.6361145), (127.1204249, 37.6360744), (127.1200429, 37.6358308), (127.1200021, 37.635871)]"
retail,"[(127.1188938, 37.6349155), (127.118965, 37.6349941), (127.1190084, 37.6350419), (127.1190906, 37.6349952), (127.1192304, 37.6351495), (127.1193841, 37.635319), (127.1194295, 37.6352932), (127.1191223, 37.6349542), (127.1191489, 37.6349391), (127.119048, 37.6348279), (127.1188938, 37.6349155)]"
retail,"[(127.1194351, 37.6353794), (127.1196081, 37.6355333), (127.1197822, 37.6356882), (127.119823, 37.6356595), (127.1196829, 37.6355349), (127.1196945, 37.6355267), (127.1195981, 37.6354409), (127.119587, 37.6354488), (127.1194764, 37.6353503), (127.1194351, 37.6353794)]"
retail,"[(127.1204589, 37.6361556), (127.1208724, 37.6363634), (127.1209066, 37.6363208), (127.1204931, 37.636113), (127.1204589, 37.6361556)]"
church,"[(127.1251616, 37.6373696), (127.1251795, 37.6373752), (127.1251864, 37.6374336), (127.1254209, 37.637515), (127.12545, 37.6375038), (127.1255333, 37.6375341), (127.1256297, 37.6373589), (127.125243, 37.6372202), (127.1251616, 37.6373696)]"
school,"[(127.1464866, 37.4657931), (127.1465832, 37.4659102), (127.1467522, 37.466106), (127.1470204, 37.4659591), (127.1470874, 37.4660443), (127.1473396, 37.4659038), (127.1473127, 37.4658676), (127.1474308, 37.4658037), (127.1474066, 37.4657739), (127.1474817, 37.4657377), (127.1475005, 37.4657675), (127.1476131, 37.4657058), (127.1475139, 37.4655993), (127.1472054, 37.4657782), (127.1470874, 37.4656355), (127.1474066, 37.4654652), (127.1473154, 37.4653566), (127.1464866, 37.4657931)]"
hospital,"[(127.1990662, 37.7053269), (127.1990816, 37.7054488), (127.1995592, 37.7053927), (127.199553, 37.7052708), (127.1990662, 37.7053269)]"
school,"[(126.7826418, 37.651286), (126.782737, 37.6513184), (126.7829006, 37.6510565), (126.7827932, 37.6510196), (126.7826418, 37.651286)]"
kindergarten,"[(127.1390451, 37.4768996), (127.1390942, 37.4769386), (127.1391015, 37.4769328), (127.1391434, 37.4769661), (127.1392503, 37.4768812), (127.139257, 37.4768865), (127.1393384, 37.4768219), (127.1392794, 37.4767751), (127.1392657, 37.476786), (127.1392174, 37.4767477), (127.1391596, 37.4767936), (127.1391217, 37.4768236), (127.1391313, 37.4768312), (127.1390451, 37.4768996)]"
kindergarten,"[(126.9649508, 37.50457), (126.9649588, 37.5047083), (126.9651948, 37.5047062), (126.9651546, 37.5045636), (126.9649508, 37.50457)]"
school,"[(127.1380589, 37.4776832), (127.1380687, 37.4778529), (127.1385203, 37.4778364), (127.1385246, 37.4779172), (127.1385293, 37.477991), (127.1381401, 37.4780053), (127.1381498, 37.4781727), (127.1389847, 37.4781423), (127.138975, 37.4779747), (127.1386298, 37.4779873), (127.1386206, 37.4778291), (127.1387303, 37.4778251), (127.1388705, 37.47782), (127.1388727, 37.4778574), (127.139105, 37.4778489), (127.1391665, 37.4778467), (127.1391567, 37.4776784), (127.1388823, 37.4776884), (127.1388803, 37.4776533), (127.1388494, 37.4776544), (127.1387097, 37.4776595), (127.1380589, 37.4776832)]"
school,"[(127.1388666, 37.4773466), (127.1388803, 37.4776533), (127.1388823, 37.4776884), (127.1391567, 37.4776784), (127.1391315, 37.4773319), (127.1388666, 37.4773466)]"
school,"[(127.140141, 37.4773329), (127.1401576, 37.4776153), (127.1401643, 37.4777175), (127.140411, 37.4777072), (127.1403863, 37.477324), (127.140141, 37.4773329)]"
school,"[(127.1392972, 37.4779627), (127.1393052, 37.4781142), (127.1402022, 37.4780841), (127.1401941, 37.4779326), (127.1398637, 37.4779422), (127.1397661, 37.477945), (127.1392972, 37.4779627)]"
school,"[(127.1392619, 37.4776525), (127.1392731, 37.4778217), (127.1397063, 37.477806), (127.1398211, 37.4778016), (127.1399062, 37.4777995), (127.1399046, 37.4777474), (127.1399875, 37.4777459), (127.1399866, 37.477713), (127.1400586, 37.4777117), (127.1400802, 37.4777108), (127.1401407, 37.4777084), (127.1401417, 37.4777302), (127.1401656, 37.4777301), (127.1402934, 37.4777262), (127.140297, 37.4778009), (127.1402974, 37.4778182), (127.1403551, 37.4778166), (127.140418, 37.477814), (127.140411, 37.4777072), (127.1401643, 37.4777175), (127.1401576, 37.4776153), (127.1392619, 37.4776525)]"
school,"[(127.1396821, 37.4778401), (127.1397284, 37.4778851), (127.139765, 37.4779206), (127.1397661, 37.477945), (127.1398637, 37.4779422), (127.1398629, 37.4779249), (127.1399089, 37.4778986), (127.1398916, 37.4778795), (127.1398211, 37.4778016), (127.1397063, 37.477806), (127.1397074, 37.4778238), (127.1396821, 37.4778401)]"
school,"[(127.1399046, 37.4777474), (127.1399062, 37.4777995), (127.1400611, 37.4777966), (127.1400586, 37.4777117), (127.1399866, 37.477713), (127.1399875, 37.4777459), (127.1399046, 37.4777474)]"
school,"[(127.1401656, 37.4777301), (127.1401693, 37.4778048), (127.1401961, 37.477804), (127.140297, 37.4778009), (127.1402934, 37.4777262), (127.1401656, 37.4777301)]"
kindergarten,"[(127.1395384, 37.4794633), (127.1396398, 37.4795266), (127.13974, 37.4795893), (127.1397933, 37.4795356), (127.1397621, 37.4795161), (127.1397919, 37.4794861), (127.1396313, 37.4793858), (127.1395972, 37.4793645), (127.1395525, 37.4794095), (127.1395666, 37.4794348), (127.1395384, 37.4794633)]"
retail,"[(126.8878448, 37.4749048), (126.8884783, 37.4752082), (126.8888995, 37.4747194), (126.8886623, 37.474593), (126.8883686, 37.4749413), (126.8879793, 37.4747419), (126.8878448, 37.4749048)]"
school,"[(127.0573483, 37.6463365), (127.0579553, 37.6463853), (127.0579522, 37.6464414), (127.0581679, 37.646456), (127.0581802, 37.6464072), (127.0584668, 37.6464243), (127.0584883, 37.6463438), (127.0573514, 37.6462389), (127.0573483, 37.6463365)]"
school,"[(127.0576873, 37.6488102), (127.058439, 37.6489809), (127.0584236, 37.6490395), (127.0586239, 37.6490785), (127.0586547, 37.6490273), (127.0589567, 37.6490931), (127.0591446, 37.6485979), (127.0590244, 37.6485687), (127.058855, 37.6489809), (127.057715, 37.648715), (127.0576873, 37.6488102)]"
school,"[(127.0591384, 37.6493444), (127.0593418, 37.6494005), (127.0593603, 37.6493346), (127.0596345, 37.6494005), (127.0596252, 37.6494517), (127.0597331, 37.6494737), (127.0597423, 37.6494298), (127.0599703, 37.6494786), (127.0599611, 37.6495127), (127.0600504, 37.6495347), (127.0600535, 37.6495713), (127.0602137, 37.6496079), (127.06034, 37.6492981), (127.0602784, 37.6492859), (127.0602938, 37.6492346), (127.0603524, 37.6492468), (127.0604849, 37.6489126), (127.0603801, 37.6488931), (127.0603493, 37.6489687), (127.0603185, 37.6489638), (127.0603031, 37.6490468), (127.0602538, 37.6490639), (127.0602322, 37.6491151), (127.060263, 37.6491541), (127.0601706, 37.6494249), (127.0593356, 37.6492224), (127.0593757, 37.6491078), (127.059237, 37.6490761), (127.0591384, 37.6493444)]"
school,"[(127.0629538, 37.6515704), (127.0634812, 37.6516852), (127.0634564, 37.6517665), (127.0638422, 37.6518478), (127.0638599, 37.6517805), (127.0640439, 37.6518197), (127.064012, 37.651915), (127.0640687, 37.6519262), (127.064281, 37.651307), (127.0640439, 37.6512481), (127.0639342, 37.6515003), (127.0640474, 37.6515339), (127.0639943, 37.6517077), (127.063152, 37.6515199), (127.0631945, 37.6513882), (127.0630352, 37.6513434), (127.0629538, 37.6515704)]"
school,"[(127.06432, 37.6519262), (127.0652189, 37.6521448), (127.065541, 37.6512873), (127.0654136, 37.6512677), (127.0651304, 37.6520215), (127.0644686, 37.651873), (127.0645323, 37.6516712), (127.0644226, 37.651646), (127.06432, 37.6519262)]"
university,"[(126.9934248, 37.6125503), (126.993739, 37.612574), (126.9937416, 37.6125528), (126.9938353, 37.6125599), (126.9938447, 37.6124821), (126.9938646, 37.6124836), (126.9938721, 37.6124214), (126.9938228, 37.6124177), (126.9938255, 37.6123957), (126.9937917, 37.612367), (126.9937578, 37.6123921), (126.9934467, 37.6123686), (126.9934248, 37.6125503)]"
retail,"[(126.7717299, 37.6562428), (126.7718174, 37.6562746), (126.7720539, 37.6558584), (126.7719607, 37.6558244), (126.7717299, 37.6562428)]"
retail,"[(126.7720965, 37.6557796), (126.7723527, 37.655873), (126.7726415, 37.6553502), (126.7724059, 37.6552727), (126.7721813, 37.655623), (126.7720965, 37.6557796)]"
retail,"[(126.7720397, 37.6555726), (126.7721813, 37.655623), (126.7724059, 37.6552727), (126.7726451, 37.6548169), (126.7726776, 37.6547822), (126.7724375, 37.6546932), (126.772302, 37.6549429), (126.7724361, 37.6550009), (126.7722167, 37.655368), (126.7721707, 37.6553484), (126.7720397, 37.6555726)]"
retail,"[(126.7726451, 37.6548169), (126.7728988, 37.6549004), (126.7729701, 37.6547608), (126.7727494, 37.6546774), (126.7727129, 37.6547445), (126.7726776, 37.6547822), (126.7726451, 37.6548169)]"
retail,"[(126.7724747, 37.6556441), (126.7727477, 37.6557365), (126.7729365, 37.6554119), (126.7729706, 37.65535), (126.7727993, 37.6552983), (126.7727546, 37.6553916), (126.7727078, 37.655372), (126.7726415, 37.6553502), (126.7724747, 37.6556441)]"
retail,"[(126.8054426, 37.4868225), (126.8057466, 37.4869206), (126.8058354, 37.486742), (126.8058327, 37.4867297), (126.8058246, 37.4867143), (126.8055454, 37.4866219), (126.8054426, 37.4868225)]"
retail,"[(126.8035288, 37.4395474), (126.8035453, 37.4396949), (126.8039308, 37.4396677), (126.8039142, 37.4395201), (126.8035288, 37.4395474)]"
school,"[(127.066337, 37.5080137), (127.0666022, 37.5080716), (127.0666382, 37.5079681), (127.0663841, 37.5079127), (127.0663699, 37.5079538), (127.0663586, 37.5079513), (127.066337, 37.5080137)]"
retail,"[(126.9370366, 37.557946), (126.9370369, 37.5580584), (126.9371497, 37.5580582), (126.9371494, 37.5579458), (126.9370366, 37.557946)]"
retail,"[(127.0669419, 37.6331514), (127.0670792, 37.6331881), (127.0671158, 37.6331021), (127.0672271, 37.6331318), (127.0672847, 37.6329967), (127.0670361, 37.6329303), (127.0669419, 37.6331514)]"
retail,"[(127.0695785, 37.6466287), (127.0698091, 37.6466922), (127.0697425, 37.646844), (127.0698573, 37.6468756), (127.0699905, 37.6465723), (127.0699211, 37.6465532), (127.0699303, 37.6465323), (127.0696542, 37.6464563), (127.0695785, 37.6466287)]"
church,"[(126.8081123, 37.4884273), (126.8083432, 37.4884973), (126.8084857, 37.4882012), (126.8082547, 37.4881312), (126.8081123, 37.4884273)]"
university,"[(126.8007517, 37.4857289), (126.8013051, 37.4858869), (126.8012997, 37.4858986), (126.8014289, 37.4859367), (126.8014832, 37.4859136), (126.8015291, 37.4858039), (126.8014996, 37.4857954), (126.8016427, 37.4854809), (126.801564, 37.4853562), (126.8015344, 37.4853686), (126.8010638, 37.4852365), (126.8008981, 37.4852971), (126.8009256, 37.4853559), (126.8007517, 37.4857289), (126.8009363, 37.4855985), (126.80102, 37.4854063), (126.8010932, 37.4853867), (126.8014348, 37.4854845), (126.8013297, 37.4857076), (126.8009363, 37.4855985)]"
kindergarten,"[(127.1303631, 37.4611829), (127.1303643, 37.4612422), (127.1304483, 37.4612459), (127.1304495, 37.4612904), (127.13069, 37.4612821), (127.130683, 37.4611597), (127.1306223, 37.4611597), (127.1306223, 37.4611199), (127.1307017, 37.4611171), (127.1307192, 37.4610911), (127.1307203, 37.4610726), (127.130704, 37.4610467), (127.1306643, 37.4610457), (127.1306561, 37.4609818), (127.1305452, 37.4609874), (127.1305441, 37.4609799), (127.1305067, 37.4609809), (127.1304985, 37.4609938), (127.1303841, 37.4609985), (127.1303934, 37.4611783), (127.1303631, 37.4611829)]"
school,"[(126.798984, 37.4394981), (126.799145, 37.4397189), (126.7990512, 37.439762), (126.7990905, 37.4398158), (126.7995618, 37.4395991), (126.7996724, 37.4397509), (126.7997638, 37.4397088), (126.7994442, 37.4392707), (126.7993104, 37.4393322), (126.7994086, 37.4394668), (126.7993756, 37.439482), (126.7994153, 37.4395365), (126.7992428, 37.4396158), (126.7991136, 37.4394385), (126.798984, 37.4394981)]"
hospital,"[(126.9709662, 37.5255287), (126.9715746, 37.5257992), (126.971374, 37.5260828), (126.9719497, 37.526339), (126.9719075, 37.5263985), (126.9724553, 37.5266432), (126.9726354, 37.5263897), (126.9724283, 37.5262971), (126.9725992, 37.5260567), (126.9723811, 37.5259592), (126.9725593, 37.5257086), (126.9726184, 37.5257545), (126.9728222, 37.5255895), (126.972943, 37.525644), (126.97302, 37.5255343), (126.9729026, 37.5254831), (126.9729509, 37.5252279), (126.9731314, 37.5249711), (126.9724253, 37.5246588), (126.9719405, 37.5253483), (126.971344, 37.5250845), (126.9712296, 37.5252471), (126.971776, 37.5254891), (126.9717113, 37.5255808), (126.9711161, 37.5253165), (126.9709662, 37.5255287)]"
kindergarten,"[(126.8088833, 37.4890449), (126.8091164, 37.4891193), (126.8091625, 37.4890284), (126.8089294, 37.488954), (126.8088833, 37.4890449)]"
kindergarten,"[(126.8075642, 37.487252), (126.8077109, 37.487299), (126.8077224, 37.4872775), (126.8077011, 37.4872349), (126.8075909, 37.4871995), (126.8075642, 37.487252)]"
hospital,"[(126.8174997, 37.4870566), (126.8177228, 37.4871548), (126.8177932, 37.4870542), (126.8175701, 37.4869559), (126.8174997, 37.4870566)]"
hospital,"[(126.8151332, 37.4855091), (126.8152353, 37.48555), (126.8153023, 37.4854447), (126.8152003, 37.4854038), (126.8151332, 37.4855091)]"
church,"[(126.8090267, 37.4881431), (126.809219, 37.4882063), (126.8093522, 37.4879512), (126.8091599, 37.4878879), (126.8090267, 37.4881431)]"
church,"[(126.8083807, 37.4878412), (126.8086339, 37.4879209), (126.8087002, 37.4877882), (126.8084471, 37.4877085), (126.8083807, 37.4878412)]"
school,"[(126.8120244, 37.7075365), (126.8121141, 37.7076266), (126.8129686, 37.7071447), (126.8128785, 37.7070497), (126.8120244, 37.7075365)]"
university,"[(126.9986115, 37.6106261), (126.9987079, 37.610673), (126.9988347, 37.6105283), (126.9987383, 37.6104827), (126.9986115, 37.6106261)]"
university,"[(126.9987493, 37.6104011), (126.9988463, 37.6105069), (126.9989351, 37.6104558), (126.9988381, 37.61035), (126.9987493, 37.6104011)]"
church,"[(126.8419161, 37.4769784), (126.8421366, 37.4771467), (126.8422853, 37.4770241), (126.8420648, 37.4768557), (126.8419161, 37.4769784)]"
retail,"[(127.0343008, 37.5140341), (127.0344213, 37.5140733), (127.0344321, 37.5139658), (127.0343567, 37.5139402), (127.0343008, 37.5140341)]"
university,"[(126.9387601, 37.564734), (126.9389131, 37.5651972), (126.9393521, 37.5650899), (126.9393696, 37.5645749), (126.9387601, 37.564734), (126.9389658, 37.5648334), (126.9391865, 37.5647797), (126.939179, 37.5649845), (126.939026, 37.5650203), (126.9389658, 37.5648334)]"
retail,"[(127.1133328, 37.6266157), (127.1137189, 37.6268791), (127.1137719, 37.6268304), (127.1133858, 37.626567), (127.1133328, 37.6266157)]"
retail,"[(127.1175198, 37.644126), (127.1177251, 37.6442718), (127.1178413, 37.6441692), (127.1177011, 37.6440697), (127.1176664, 37.6441005), (127.1176346, 37.6440779), (127.1176166, 37.6440938), (127.1175831, 37.6440701), (127.1175198, 37.644126)]"
retail,"[(127.1172264, 37.6446075), (127.1172929, 37.6446556), (127.1174878, 37.6444864), (127.1172951, 37.6443472), (127.1172307, 37.6444031), (127.117301, 37.6444539), (127.117229, 37.6445163), (127.1172849, 37.6445567), (127.1172264, 37.6446075)]"
school,"[(127.1154962, 37.6467492), (127.1155065, 37.6467924), (127.1155351, 37.6468177), (127.1155415, 37.646838), (127.1155467, 37.6468471), (127.1155521, 37.6468518), (127.1156942, 37.6469314), (127.1157055, 37.6469329), (127.115716, 37.6469316), (127.1157387, 37.6469237), (127.1157431, 37.6469213), (127.1158132, 37.6468692), (127.1158652, 37.6468258), (127.1158913, 37.6467969), (127.1159262, 37.6467582), (127.115916, 37.6467507), (127.1159544, 37.6467178), (127.1158087, 37.6466127), (127.1157656, 37.6466467), (127.1157149, 37.6466054), (127.1156755, 37.6466409), (127.1156587, 37.6466307), (127.1156228, 37.6466617), (127.1155689, 37.6466859), (127.1154962, 37.6467492)]"
